1: Wei Liu, weight = 3522
5252: Tanja Lange, weight = 362
5253: Sim Heng Ong, weight = 362
5254: Umar Qasim, weight = 362
5255: Xiaogang Jin 0001, weight = 362
5256: Roberto García, weight = 362
5257: Xiaoshe Dong, weight = 362
5258: Xinwen Zhang, weight = 362
5259: Bing Chen, weight = 362
5260: Amonida Zadissa, weight = 362
5261: Axel-Cyrille Ngonga Ngomo, weight = 362
5262: Elvira Albert, weight = 362
5263: Masaki Murata, weight = 362
5264: Sariel Har-Peled, weight = 362
5265: Antonino Mazzeo, weight = 362
5266: Nilanjan Banerjee, weight = 362
5267: Birgit Vogel-Heuser, weight = 361
5268: Dejan S. Milojicic, weight = 361
5269: Yves Moreau, weight = 361
5270: Hui Li 0006, weight = 361
5271: Miroslav Krstic, weight = 361
5272: Sharath Pankanti, weight = 361
5273: Moustafa Youssef, weight = 361
5274: Marios D. Dikaiakos, weight = 361
5275: Saddek Bensalem, weight = 361
5276: Jon Whittle, weight = 361
5277: Yong Sun, weight = 361
5278: Erik Elmroth, weight = 361
5279: Jörg Rothe, weight = 361
5280: Rafael Muñoz, weight = 361
5281: Thomas C. Schmidt, weight = 361
5282: Trac D. Tran, weight = 361
5283: Emo Welzl, weight = 361
5284: Wenbo Xu, weight = 361
5285: Klaus-Dieter Schewe, weight = 361
5286: Patrick Clarysse, weight = 361
5287: Marc Geilen, weight = 361
5288: Hamid Pirahesh, weight = 361
5289: Jinhui Xu, weight = 361
5290: Ragunathan Rajkumar, weight = 361
5291: Jaeyoung Choi, weight = 361
5292: Jan Vitek, weight = 361
5293: Mohamed Daoudi, weight = 361
5294: Sri Parameswaran, weight = 361
5295: Marc Denecker, weight = 361
5296: Dániel Varró, weight = 361
5297: Guus Schreiber, weight = 361
5298: Jie Hu, weight = 361
5299: Sandro Fiore, weight = 361
5300: Hiroshi Nagamochi, weight = 361
5301: Marijn Janssen, weight = 361
5302: Vittorio Zaccaria, weight = 361
5303: Amparo Alonso-Betanzos, weight = 361
5304: Jizhong Zhao, weight = 361
5305: Masanobu Shimada, weight = 360
5306: Shinji Watanabe, weight = 360
5307: Natalya Fridman Noy, weight = 360
5308: Keith W. Ross, weight = 360
5309: Frances M. T. Brazier, weight = 360
5310: Xiaochun Cao, weight = 360
5311: Athena Vakali, weight = 360
5312: Wenjie Wang, weight = 360
5313: John Kubiatowicz, weight = 360
5314: Mikael Johansson, weight = 360
5315: Petar M. Djuric, weight = 360
5316: Xiaowen Chu, weight = 360
5317: Pietro Liò, weight = 360
5318: Hans Jürgen Mattausch, weight = 360
5319: Fusako Kusunoki, weight = 360
5320: Edleno Silva de Moura, weight = 360
5321: Krste Asanovic, weight = 360
5322: Edgar N. Sánchez, weight = 360
5323: Tosiyasu L. Kunii, weight = 360
5324: Fakhri Karray, weight = 360
5325: Takeshi Naemura, weight = 360
5326: Nancy Alonistioti, weight = 360
5327: Mingchu Li, weight = 360
5328: Lionel Brunie, weight = 360
5329: Hong Sun, weight = 360
5330: Le Gruenwald, weight = 360
5331: Liming Zhu, weight = 360
5332: Henk Nijmeijer, weight = 360
5333: Wei Cai, weight = 360
5334: Davide Careglio, weight = 360
5335: Phalguni Gupta, weight = 360
5336: Leonardo Vanneschi, weight = 360
5337: Chee Peng Lim, weight = 360
5338: Weimin Huang, weight = 360
5339: Ivan Zelinka, weight = 360
5340: Magnús M. Halldórsson, weight = 360
5341: Brian Kingsbury, weight = 360
5342: Jason Weston, weight = 360
5343: Kenji Eguchi, weight = 360
5344: Christophe Garcia, weight = 360
5345: Francisco Durán, weight = 360
5346: Martin Vingron, weight = 360
5347: Francesco Bellotti, weight = 360
5348: Zhenjiang Hu, weight = 359
5349: Matthias Hollick, weight = 359
5350: Laura Cruz Reyes, weight = 359
5351: Dan Halperin, weight = 359
5352: Maria Eleftheriou, weight = 359
5353: Seif Haridi, weight = 359
5354: Luonan Chen, weight = 359
5355: Feng Zhu, weight = 359
5356: Peter Wonka, weight = 359
5357: Guy E. Blelloch, weight = 359
5358: Peter I. Corke, weight = 359
5359: Anthony J. Yezzi, weight = 359
5360: Isabel C. Teixeira, weight = 359
5361: Shuai Weng, weight = 359
5362: Yoshihisa Kishiyama, weight = 359
5363: Ruchir Puri, weight = 359
5364: Kaiming Li, weight = 359
5365: Wei Shu, weight = 359
5366: Mads Græsbøll Christensen, weight = 359
5367: Dennis A. Benson, weight = 359
5368: Chris Melhuish, weight = 359
5369: Yuanyuan Wang, weight = 359
5370: G. Bruce Pike, weight = 359
5371: Hideki Tode, weight = 358
5372: Vanja Josifovski, weight = 358
5373: Wenyu Qu, weight = 358
5374: Clinton Fookes, weight = 358
5375: Jun Gu, weight = 358
5376: Mihai Datcu, weight = 358
5377: Li-Shiuan Peh, weight = 358
5378: Masahiko Yachida, weight = 358
5379: Rui Huang, weight = 358
5380: George C. Polyzos, weight = 358
5381: Kiyoshi Kiyokawa, weight = 358
5382: Yan Zhou, weight = 358
5383: Abeer Alwan, weight = 358
5384: Vicente Pelechano, weight = 358
5385: Paulo J. G. Lisboa, weight = 358
5386: Hiroyuki Sato, weight = 358
5387: Yong Qi, weight = 358
5388: Xavier Lladó, weight = 358
5389: Bianca Falcidieno, weight = 358
5390: Siddhartha S. Srinivasa, weight = 358
5391: Jongin Lim, weight = 358
5392: Wolfgang De Meuter, weight = 358
5393: Tao He, weight = 358
5394: Antoine Dejonghe, weight = 358
5395: Haibo He, weight = 358
5396: Liu Wenyin, weight = 358
5397: Kai-Yuan Cai, weight = 358
5398: Zheng Zhou, weight = 358
5399: Suguru Arimoto, weight = 358
5400: Geoffrey Zweig, weight = 358
5401: Michal Pilipczuk, weight = 358
5402: Mark Hasegawa-Johnson, weight = 358
5403: Alessandro Sperduti, weight = 357
5404: Xiaorui Wang, weight = 357
5405: Eytan Modiano, weight = 357
5406: Yoshio Matsumoto, weight = 357
5407: Yuanyuan Zhang, weight = 357
5408: Xiaomin Zhu, weight = 357
5409: Vincenzo Catania, weight = 357
5410: Renato J. O. Figueiredo, weight = 357
5411: Dongwon Lee, weight = 357
5412: Christian Müller-Schloer, weight = 357
5413: Roberto Basili, weight = 357
5414: Chris Van Hoof, weight = 357
5415: Christian H. Bischof, weight = 357
5416: Ruixuan Li, weight = 357
5417: Chao Liang, weight = 357
5418: Rong Zheng, weight = 357
5419: Susan Stepney, weight = 357
5420: Marco Vieira, weight = 357
5421: Tetsuya Sakai, weight = 357
5422: Xu Zhou, weight = 357
5423: Seokhie Hong, weight = 357
5424: Paul J. Kersey, weight = 357
5425: Yuchun Ma, weight = 357
5426: David G. Andersen, weight = 357
5427: Andrei Z. Broder, weight = 357
5428: Henk Wymeersch, weight = 357
5429: Fabien Clermidy, weight = 357
5430: Peter J. Haas, weight = 357
5431: Gian Luca Foresti, weight = 357
5432: Qihui Wu, weight = 357
5433: Tianshi Chen, weight = 357
5434: Albert J. Vilella, weight = 357
5435: Renato Ferreira, weight = 357
5436: Noam Nisan, weight = 356
5437: Chong-Yung Chi, weight = 356
5438: Dana Ron, weight = 356
5439: Marco Bertini, weight = 356
5440: Jan Hajic, weight = 356
5441: Zhang Zhang, weight = 356
5442: Piotr Luszczek, weight = 356
5443: Jiaru Lin, weight = 356
5444: Michael Affenzeller, weight = 356
5445: Y. Wang, weight = 356
5446: Jukka Riekki, weight = 356
5447: Berlin Chen, weight = 356
5448: Dongrui Fan, weight = 356
5449: Masaki Nakagawa, weight = 356
5450: Adelinde M. Uhrmacher, weight = 356
5451: Dimitris Papadias, weight = 356
5452: Vincenzo Moscato, weight = 356
5453: Mourad Ouzzani, weight = 356
5454: Dongyan Xu, weight = 356
5455: Flavio Corradini, weight = 356
5456: Dongman Lee, weight = 356
5457: Koji Nakano, weight = 356
5458: Raphaël Troncy, weight = 356
5459: Fabrizio Ferrandi, weight = 356
5460: Takuji Narumi, weight = 356
5461: Chong-Min Kyung, weight = 356
5462: Walid A. Najjar, weight = 356
5463: Nicolas Hulo, weight = 356
5464: Yehoshua Sagiv, weight = 356
5465: Hui Zhang 0001, weight = 356
5466: Von Welch, weight = 356
5467: Dewen Hu, weight = 356
5468: Przemyslaw Kazienko, weight = 356
5469: Christoph F. Mecklenbräuker, weight = 356
5470: Zhifeng Hao, weight = 356
5471: Jignesh M. Patel, weight = 355
5472: Myra Spiliopoulou, weight = 355
5473: Meichun Hsu, weight = 355
5474: Yogesh Kumar Dwivedi, weight = 355
5475: Helmut Veith, weight = 355
5476: Teresa Bernarda Ludermir, weight = 355
5477: Xiaoli Ma, weight = 355
5478: Víctor López, weight = 355
5479: Ryo Kurazume, weight = 355
5480: Jie Tao, weight = 355
5481: Minos N. Garofalakis, weight = 355
5482: Jun Xie, weight = 355
5483: Warren J. Gross, weight = 355
5484: De Xu, weight = 355
5485: Qiong Luo, weight = 355
5486: Darren A. Natale, weight = 355
5487: Min Wu, weight = 355
5488: Jaewook Lee, weight = 355
5489: Patrick C. K. Hung, weight = 355
5490: Evgenia Smirni, weight = 355
5491: Adrian Hilton, weight = 355
5492: Keqing He, weight = 355
5493: David Walker, weight = 355
5494: Moses Charikar, weight = 355
5495: Rosa María Baños, weight = 355
5496: Aljoscha Smolic, weight = 355
5497: Francisco Almeida, weight = 355
5498: Anthony Finkelstein, weight = 355
5499: Robert Clarke, weight = 355
5500: Nicola Blefari-Melazzi, weight = 355
5501: Jirí Matousek, weight = 355
5502: Xu Liu, weight = 355
5503: Peter Kokol, weight = 355
5504: Song Chen, weight = 355
5505: Garth A. Gibson, weight = 355
5506: Kaoru Kurosawa, weight = 355
5507: Mao Ye, weight = 355
5508: Andrew W. Fitzgibbon, weight = 354
5509: Sargur N. Srihari, weight = 354
5510: Tanya Barrett, weight = 354
5511: Guang Gong, weight = 354
5512: Johan Schoukens, weight = 354
5513: Ryosuke Shibasaki, weight = 354
5514: Weining Qian, weight = 354
5515: Radu Prodan, weight = 354
5516: Shiyong Lu, weight = 354
5517: Alessandro Bozzon, weight = 354
5518: Linglong Dai, weight = 354
5519: Stefan Szeider, weight = 354
5520: Carlo Fischione, weight = 354
5521: Klaus H. Hinrichs, weight = 354
5522: Jing Zheng, weight = 354
5523: Ashish Sharma, weight = 354
5524: John H. Gilmore, weight = 354
5525: Fabio Crestani, weight = 354
5526: Forrest Shull, weight = 354
5527: Graham A. Jullien, weight = 354
5528: Umberto Castellani, weight = 354
5529: Iickho Song, weight = 354
5530: Clifford A. Shaffer, weight = 354
5531: Fengyuan Ren, weight = 354
5532: Zvi Lotker, weight = 354
5533: Taieb Znati, weight = 354
5534: Sung-Mo Kang, weight = 354
5535: Juan Carlos Augusto, weight = 354
5536: Cuntai Guan, weight = 354
5537: Mitsuo Kawato, weight = 354
5538: Yi Deng, weight = 354
5539: Benoit M. Dawant, weight = 354
5540: Laurie J. Hendren, weight = 354
5541: Jonna Häkkilä, weight = 354
5542: Oren Etzioni, weight = 354
5543: Ronald Fagin, weight = 354
5544: Jianmin Li, weight = 354
5545: Yun Chen, weight = 354
5546: Shih-Chieh Chang, weight = 353
5547: Hussein M. Alnuweiri, weight = 353
5548: Nicos Maglaveras, weight = 353
5549: Jeffrey J. P. Tsai, weight = 353
5550: Mingquan Zhou, weight = 353
5551: Duminda Wijesekera, weight = 353
5552: Giuliana Vitiello, weight = 353
5553: Xiaodong He, weight = 353
5554: Magnus Egerstedt, weight = 353
5555: Martha Elizabeth Shenton, weight = 353
5556: Chandra Kambhamettu, weight = 353
5557: Takashi Gojobori, weight = 353
5558: Alexander V. Smirnov, weight = 353
5559: Zabih Ghassemlooy, weight = 353
5560: Kei-Hoi Cheung, weight = 353
5561: Adam Wright, weight = 353
5562: Chung-Ming Huang, weight = 353
5563: Siddhartha Chatterjee, weight = 353
5564: Stefano Stramigioli, weight = 353
5565: Geert Wets, weight = 353
5566: Andreas Podelski, weight = 353
5567: Uzay Kaymak, weight = 353
5568: Yong Ren, weight = 353
5569: Wesley De Neve, weight = 353
5570: Michitaka Kameyama, weight = 353
5571: Paul W. Fieguth, weight = 353
5572: Sunil Kumar, weight = 353
5573: Sami Haddadin, weight = 353
5574: Nuria Duffo, weight = 353
5575: Stefan Steidl, weight = 353
5576: Cheng Luo, weight = 353
5577: Michail Matthaiou, weight = 352
5578: Wei-Kuan Shih, weight = 352
5579: Ferenc A. Jolesz, weight = 352
5580: Haiyang Wang, weight = 352
5581: Rick S. Blum, weight = 352
5582: Prathima Agrawal, weight = 352
5583: J. Marc Overhage, weight = 352
5584: François Gagnon, weight = 352
5585: Andrea Baschirotto, weight = 352
5586: Didier Keymeulen, weight = 352
5587: Tobias Schaeffter, weight = 352
5588: Hironori Washizaki, weight = 352
5589: Salvatore Greco, weight = 352
5590: Lars K. Rasmussen, weight = 352
5591: Fuji Ren, weight = 352
5592: Gregory D. Schuler, weight = 352
5593: Haojin Zhu, weight = 352
5594: Byung-Ju Yi, weight = 352
5595: Jean Bacon, weight = 352
5596: Rick A. Rand, weight = 352
5597: Robin R. Murphy, weight = 352
5598: Maristella Agosti, weight = 352
5599: K. R. Venugopal, weight = 351
5600: Jérôme Gensel, weight = 351
5601: Geoffrey M. Shaw, weight = 351
5602: Cecilia N. Arighi, weight = 351
5603: Katsumi Inoue, weight = 351
5604: Antonio Brogi, weight = 351
5605: Yu Wang 0003, weight = 351
5606: Tapio Pahikkala, weight = 351
5607: Robert E. Schapire, weight = 351
5608: Sencun Zhu, weight = 351
5609: Angela Doufexi, weight = 351
5610: René Schüffny, weight = 351
5611: Éric Gaussier, weight = 351
5612: Birgitta König-Ries, weight = 351
5613: Eduardo Lleida, weight = 351
5614: Shyi-Ming Chen, weight = 351
5615: Can Wang, weight = 351
5616: Giuseppe Persiano, weight = 351
5617: Carlos Castillo, weight = 351
5618: Nivio Ziviani, weight = 351
5619: Rada Mihalcea, weight = 351
5620: Andreas Reigber, weight = 351
5621: King Ngi Ngan, weight = 351
5622: Josien P. W. Pluim, weight = 351
5623: Lawrence H. Staib, weight = 351
5624: Shengli Xie, weight = 351
5625: Fabio Pianesi, weight = 351
5626: Francois P. S. Chin, weight = 351
5627: Israel Cidon, weight = 351
5628: Zhenyu Zhang, weight = 351
5629: Steve Uhlig, weight = 351
5630: Symeon Chatzinotas, weight = 351
5631: Andrea Giachetti, weight = 351
5632: Yufeng Wang, weight = 351
5633: J. Zhang, weight = 351
5634: Xinyi Huang, weight = 351
5635: Stéphane Bressan, weight = 351
5636: Mihalis Yannakakis, weight = 351
5637: Hugo Van hamme, weight = 351
5638: Anna Tzanakaki, weight = 350
5639: Yunheung Paek, weight = 350
5640: Niloy J. Mitra, weight = 350
5641: Subhabrata Sen, weight = 350
5642: François Chaumette, weight = 350
5643: Raghu Machiraju, weight = 350
5644: Yiannos Manoli, weight = 350
5645: Michele Flammini, weight = 350
5646: Kevin Curran, weight = 350
5647: Longin Jan Latecki, weight = 350
5648: JongWon Kim 0001, weight = 350
5649: Gabriele Taentzer, weight = 350
5650: Malú Castellanos, weight = 350
5651: Chi-Ying Tsui, weight = 350
5652: Massimo Tornatore, weight = 350
5653: Keith D. Paulsen, weight = 350
5654: Liang Gao, weight = 350
5655: Zhiliang Wang, weight = 350
5656: Gwo-Hshiung Tzeng, weight = 350
5657: Hong Va Leong, weight = 350
5658: Hongen Liao, weight = 350
5659: Karsten Berns, weight = 350
5660: Peter V. Coveney, weight = 350
5661: Kong-Aik Lee, weight = 350
5662: Peng Zhao, weight = 350
5663: Gerhard Friedrich, weight = 350
5664: Sunil P. Khatri, weight = 350
5665: Pierre-Alain Fouque, weight = 350
5666: Daniel Sánchez, weight = 350
5667: Kazuhiko Yamamoto, weight = 350
5668: Florence Azaïs, weight = 350
5669: Wolfgang Faber, weight = 350
5670: Konstantina S. Nikita, weight = 350
5671: Saman P. Amarasinghe, weight = 350
5672: Athina P. Petropulu, weight = 350
5673: Pradip K. Srimani, weight = 350
5674: Ranga Vemuri, weight = 350
5675: Michael Kohlhase, weight = 350
5676: Andrew Jones, weight = 350
5677: Luis Martínez-López, weight = 350
5678: Takuo Suganuma, weight = 349
5679: Sergio Palazzo, weight = 349
5680: William Jalby, weight = 349
5681: Kenneth A. Ross, weight = 349
5682: Michael Eineder, weight = 349
5683: Kunsoo Park, weight = 349
5684: Marcin Pilipczuk, weight = 349
5685: Andrea Prati, weight = 349
5686: Changjie Tang, weight = 349
5687: Hans-Jürgen Appelrath, weight = 349
5688: Chulwoo Kim, weight = 349
5689: Luis Miguel Bergasa, weight = 349
5690: Haibo Chen, weight = 349
5691: Christian Roux, weight = 349
5692: Farshad Fotouhi, weight = 349
5693: Jürgen Kurths, weight = 349
5694: William Moran 0001, weight = 349
5695: Sven J. Dickinson, weight = 349
5696: Francesco Bullo, weight = 349
5697: Cormac J. Sreenan, weight = 349
5698: Bin Yu, weight = 349
5699: Duoqian Miao, weight = 349
5700: Manuel A. Pérez-Quiñones, weight = 349
5701: Shamik Sural, weight = 349
5702: Juanzi Li, weight = 349
5703: Rainer Malaka, weight = 349
5704: Fumio Miyazaki, weight = 349
5705: Yo-Sung Ho, weight = 349
5706: Gyung-Leen Park, weight = 349
5707: Christine Guillemot, weight = 348
5708: Ben M. Chen, weight = 348
5709: Deming Chen, weight = 348
5710: Hongzhan Huang, weight = 348
5711: Edward Seidel, weight = 348
5712: Paul Taylor, weight = 348
5713: X. Wang, weight = 348
5714: Tommy Svensson, weight = 348
5715: Friedhelm Schwenker, weight = 348
5716: Bruce R. Childers, weight = 348
5717: Barrett R. Bryant, weight = 348
5718: Panlong Yang, weight = 348
5719: Fangyan Dong, weight = 348
5720: Louiqa Raschid, weight = 348
5721: Gerard V. Kopcsay, weight = 348
5722: Jean-Paul Laumond, weight = 348
5723: Ryutarou Ohbuchi, weight = 348
5724: P. Vijay Kumar, weight = 348
5725: Shingo Kuroiwa, weight = 348
5726: Qimei Cui, weight = 348
5727: Dimitris Plexousakis, weight = 348
5728: Narciso N. García, weight = 348
5729: Fang Li, weight = 348
5730: Hao-Hua Chu, weight = 348
5731: Vijay V. Raghavan 0001, weight = 348
5732: Elliot Soloway, weight = 348
5733: Douglas R. Stinson, weight = 348
5734: Matei Ripeanu, weight = 348
5735: Kyu-Young Whang, weight = 348
5736: Khaled M. Elbassioni, weight = 348
5737: Yi Su, weight = 348
5738: Vincent W. S. Wong, weight = 348
5739: Tetsuya Takiguchi, weight = 348
5740: Jyri Hämäläinen, weight = 348
5741: Christian Böhm, weight = 348
5742: Jürgen Weese, weight = 348
5743: Eduardo Quiñones, weight = 348
5744: Francine Berman, weight = 348
5745: Anup Basu, weight = 348
5746: Odej Kao, weight = 348
5747: Shing-Chow Chan, weight = 348
5748: Philipp Cimiano, weight = 348
5749: Michael Fink, weight = 348
5750: Hironori Kasahara, weight = 347
5751: Fernando J. Von Zuben, weight = 347
5752: Olivier Devillers, weight = 347
5753: Ning Gu, weight = 347
5754: Yong-Hwan Lee, weight = 347
5755: César A. Collazos, weight = 347
5756: Aarti Gupta, weight = 347
5757: Jia Jia, weight = 347
5758: Xiaohua Tian, weight = 347
5759: Mark Johnson, weight = 347
5760: Giuseppe Scanniello, weight = 347
5761: Jing Jin, weight = 347
5762: Nasir D. Memon, weight = 347
5763: Padhraic Smyth, weight = 347
5764: Juan Carlos López, weight = 347
5765: Alan Fern, weight = 347
5766: Seng Wai Loke, weight = 347
5767: Fei Xie, weight = 347
5768: Gavin Sherlock, weight = 347
5769: James H. Anderson, weight = 347
5770: Kara Dolinski, weight = 347
5771: James Malone, weight = 347
5772: Uwe Zdun, weight = 347
5773: Josiane Mothe, weight = 347
5774: Ying Luo, weight = 347
5775: Radu-Emil Precup, weight = 347
5776: Dat Tran, weight = 347
5777: David K. Y. Yau, weight = 347
5778: Dan Xu, weight = 347
5779: Eileen Kraemer, weight = 347
5780: Martin Ester, weight = 347
5781: Frank Vetere, weight = 347
5782: Yong Zeng, weight = 346
5783: Frank Neumann, weight = 346
5784: Antti Oulasvirta, weight = 346
5785: Maode Ma, weight = 346
5786: Ralph Grishman, weight = 346
5787: Khalid Belhajjame, weight = 346
5788: Jessica C. Kissinger, weight = 346
5789: Guillermo Ricardo Simari, weight = 346
5790: Michael L. Scott, weight = 346
5791: Qiong Wu, weight = 346
5792: Reda A. Ammar, weight = 346
